ime,posred,vrsta,koliko_sobno,leto_izgradnje,zemljisce,velikost,cena,agencija 
SELO NAD POLHOVIM GRADCEM,Prodaja,Hiša,,,,"87,00","164.000,00",Mezanin nepremičnine d.o.o.
SELO NAD POLHOVIM GRADCEM,Prodaja,Hiša,,,,"120,00","164.000,00",Zasebna ponudba
"SELO PRI BLEDU, V VASI",Prodaja,Stanovanje,,,,"38,19","69.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SELO PRI IHANU,Prodaja,Hiša,,,,"123,00","159.000,00","Sans nepremičnine, d.o.o."
SELO PRI IHANU,Prodaja,Posest,,,,"421,00","160,00",REGROUP d.o.o.
SELO PRI IHANU,Prodaja,Hiša,,,,"517,00","630.000,00",MESTO NEPREMIČNIN d.o.o.
"SELO PRI IHANU, LJ. - OKOLICA",Prodaja,Posest,,,,"2.835,00","138,00",Alusian d.o.o.
"SELO PRI IHANU, MIRNO IN ZELENO OKOLJE",Prodaja,Posest,,,,"2.037,00","125,00",MKA nepremičnine d.o.o.
SELO PRI MIRNI,Prodaja,Posest,,,,"52.828,00","130.000,00","Bamba nepremičnine, Tanko Franc s.p."
SELO PRI MORAVČAH,Prodaja,Posest,,,,"4.006,00","120.000,00","Stoja trade, d.o.o., Ljubljana"
SELO PRI VODICAH,Prodaja,Hiša,,,,"91,40","239.000,00",MESTO NEPREMIČNIN d.o.o.
SELO PRI VODICAH,Prodaja,Hiša,,,,"91,40","239.000,00",Zasebna ponudba
SELO PRI VODICAH,Prodaja,Posest,,,,"932,00","68.900,00",Zasebna ponudba
"SELO PRI ZAGORICI, OB AVTOCESTI NOVO MESTO - TREBNJE",Prodaja,Posest,,,,"1.500,00","35,00",Zasebna ponudba
SELO PRI ZAGORJU,Prodaja,Posest,,,,"1.730,00","109.000,00",Mezanin nepremičnine d.o.o.
"SELO PRI ZAGORJU, OB",Prodaja,Posest,,,,"1.000,00","50,00",RCN d.o.o.
"SELO PRI ZAGORJU, ZGORJU",Prodaja,Hiša,,,,"400,00","110.000,00",Zasebna ponudba
SELO PRI ŽIROVNICI,Prodaja,Hiša,,,,"395,00","279.000,00",Makler Bled d.o.o.
SELO PRI ŽIROVNICI,Prodaja,Posest,,,,"1.342,00","220.000,00","Čarman, Bled, d.o.o."
"SELO, ŠTJAK OKOLICA",Prodaja,Hiša,,,,"84,00","80.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEMIČ,Prodaja,Stanovanje,,,,"32,20","24.000,00",STANART d.o.o.
SEMIČ,Prodaja,Vikend,,,,"52,60","27.000,00",STANART d.o.o.
LJ. NAJRAJE JUG ALI ZAHOD,Najem,Stanovanje,,,,"41,00","450,00",Zasebna ponudba
SEMIČ,Prodaja,Vikend,,,,"60,00","51.000,00",Prenova Marko Bele s.p. Novo mesto
SEMIČ,Prodaja,Vikend,,,,"60,00","32.000,00",STANART d.o.o.
SEMIČ,Prodaja,Hiša,,,,"70,00","100.000,00",Kolibri DV d.o.o.
SEMIČ,Prodaja,Vikend,,,,"71,00","30.000,00",Zasebna ponudba
SEMIČ,Prodaja,Vikend,,,,"72,00","25.000,00",Nepremičnine Lara d.o.o.
SEMIČ,Prodaja,Počitniški objekt,,,,"88,00","39.000,00",STANART d.o.o.
SEMIČ,Prodaja,Hiša,,,,"96,50","79.000,00",NNRN nepremičnine d.o.o. Novo mesto
SEMIČ,Prodaja,Hiša,,,,"140,00","69.000,00",STANART d.o.o.
SEMIČ,Prodaja,Hiša,,,,"143,00","43.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEMIČ,Prodaja,Vikend,,,,"168,60","86.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEMIČ,Prodaja,Hiša,,,,"240,00","106.000,00",Zasebna ponudba
SEMIČ,Prodaja,Hiša,,,,"252,50","67.000,00",STANART d.o.o.
SEMIČ,Prodaja,Posest,,,,"1.010,00","20.000,00",STANART d.o.o.
SEMIČ,Prodaja,Posest,,,,"1.450,00","30.000,00",STANART d.o.o.
SEMIČ,Prodaja,Posest,,,,"1.883,00","27.000,00",STANART d.o.o.
"SEMIČ, GABER",Prodaja,Vikend,,,,"82,00","18.000,00",Zasebna ponudba
"SEMIČ, KAL",Prodaja,Hiša,,,,"70,00","29.000,00","Abstract nepremičnine, Igor Kerin s.p."
"SEMIČ, KOT PRI SEMIČU",Prodaja,Posest,,,,"26.285,00","11.800,00",Kvadrat nepremičnine d.o.o.
"SEMIČ, PODREBER",Prodaja,Posest,,,,"7.085,00","7.000,00",STANART d.o.o.
"SEMIČ, PODREBER",Prodaja,Posest,,,,"9.262,00","13.700,00",STANART d.o.o.
"SEMIČ, SMUŠKA CESTA",Prodaja,Vikend,,,,"25,00","23.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"SEMIČ, V BLIŽINI ŽEL. POSTAJE",Prodaja,Hiša,,,,"66,00","22.000,00",Kvadrat nepremičnine d.o.o.
"SEMIČ, VAJDOVA ULICA",Prodaja,Hiša,,,,"175,00","85.000,00",Nepis d.o.o.
"SEMIČ, Z GRADBENIM DOVOLJENJEM",Prodaja,Posest,,,,"915,00","15.000,00",Kvadrat nepremičnine d.o.o.
SENADOLICE,Prodaja,Poslovni prostor,,,,"520,00","995.000,00",Trobec d.o.o.
SENČAK PRI JURŠINCIH,Prodaja,Hiša,,,,"220,00","159.900,00",Mezanin nepremičnine d.o.o.
SENEŠCI,Prodaja,Posest,,,,"4.629,00","5.000,00",Zasebna ponudba
SENIČICA,Prodaja,Posest,,,,"1.275,00","200.000,00","UNIKAT NEPREMIČNINA, Nenad Antić s.p."
SENIČNO,Prodaja,Posest,,,,"1.033,00","89,00",Afirmacija d.o.o.
"LJ. BEŽIGRAD, TOPNIŠKA",Oddaja,Stanovanje,,,,"31,00","350,00",Zasebna ponudba
SENIČNO,Prodaja,Posest,,,,"2.219,00","65.000,00","Nepremičnine ambient, Mojca Piršič s.p."
SENIČNO,Prodaja,Posest,,,,"2.219,00","65.000,00",Nepremičnina posredovanje d.o.o.
SENIČNO,Prodaja,Posest,,,,"2.219,00","65.000,00",Fesst nepremičnine d.o.o.
"SENIČNO, IDILIČNA SOSESKA POD KRIŽKO GORO",Prodaja,Posest,,,,"1.033,00","98.135,00","AJP d.o.o., Kranj"
SENIK,Prodaja,Hiša,,,,"120,00","69.000,00",Mezanin nepremičnine d.o.o.
"SENIK, 2258 SVETI TOMAŽ",Prodaja,Hiša,,,,"102,95","39.000,00","SM nepremičnine, Aleksandra Bezjak s.p."
"SENIK, LEPA LEGA",Prodaja,Hiša,,,,"91,00","39.000,00",Jeruzalem Ormož SAT d.o.o.
SENIŠKI BREG,Prodaja,Hiša,,,,"210,00","85.000,00",Renes d.o.o.
SENOVICA,Prodaja,Vikend,,,,"40,00","50.000,00",Zasebna ponudba
SENOVO,Prodaja,Hiša,,,,"541,30","290.000,00",Mezanin nepremičnine d.o.o.
SENOVO,Prodaja,Posest,,,,"1.330,00","25.000,00","NOVDOM Nepremičnine, Aleš Novak s.p."
"SENOVO, MIRNA, SONČNA LOKACIJA",Prodaja,Stanovanje,,,,"91,40","65.000,00","Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
"SENOVO, POT NA ARMES 20",Prodaja,Hiša,,,,"92,00","64.900,00",Tanal d.o.o.
SENOŽEČE,Prodaja,Hiša,,,,"105,00","79.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SENOŽEČE,Prodaja,Poslovni prostor,,,,"121,00","40.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SENOŽEČE,Prodaja,Hiša,,,,"152,00","185.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SENOŽEČE,Prodaja,Hiša,,,,"186,00","139.000,00",Nepremičnine Land d.o.o.
SENOŽEČE,Prodaja,Poslovni prostor,,,,"263,80","99.000,00","Šardi&Co. nepremičnine, družba za posredovanje v prometu z nepremičninami, d.o.o."
SENOŽEČE,Prodaja,Hiša,,,,"288,50","380.000,00",Nepremičnine Land d.o.o.
SENOŽEČE,Prodaja,Posest,,,,"611,00","33.000,00","Ruj nepremičnine, Jernej Suša, s.p."
SENOŽEČE,Prodaja,Posest,,,,"920,00","25.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SENOŽEČE,Prodaja,Posest,,,,"2.875,00","50,00","Kras nepremičnine, Sergij Čebulec s.p."
SENOŽEČE,Prodaja,Posest,,,,"6.824,00","38,00","SIMOBILIA nepremičnine, d.o.o."
SENOŽEČE,Prodaja,Posest,,,,"6.824,00","35,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SENOŽEČE,Prodaja,Posest,,,,"14.244,00","1,50","Ruj Nepremičnine, Jernej Suša, s.p."
SENOŽEČE,Prodaja,Posest,,,,"35.825,00","0,30","Ruj Nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, CENTER",Prodaja,Hiša,,,,"75,00","89.000,00","EMONA OBALA, nepremičnine d.o.o."
"SENOŽEČE, DIVAČA OKOLICA",Prodaja,Hiša,,,,"120,00","159.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, DIVAČA OKOLICA",Prodaja,Hiša,,,,"273,60","85.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, NA ROBU NASELJA",Prodaja,Hiša,,,,"443,10","449.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, OKOLICA",Prodaja,Hiša,,,,"342,00","195.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, OKOLICA",Prodaja,Posest,,,,"2.519,00","1.260,00","Ruj nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, OKOLICA",Prodaja,Posest,,,,"2.754,00","1.377,00","Ruj nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, OKOLICA",Prodaja,Posest,,,,"3.174,00","40,00",Nepremičnine Land d.o.o.
"SENOŽEČE, OKOLICA",Prodaja,Posest,,,,"5.160,00","2.064,00","Ruj nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, OKOLICA",Prodaja,Posest,,,,"17.142,00","0,30","Ruj nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, OKOLICA",Prodaja,Posest,,,,"54.795,00","21.700,00","Ruj nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, OKOLICA",Prodaja,Posest,,,,"83.326,00","38.674,60","Ruj Nepremičnine, Jernej Suša, s.p."
"SENOŽEČE, VZNOŽJE VREMŠČICE",Prodaja,Posest,,,,"45.710,00","0,30","Ruj Nepremičnine, Jernej Suša, s.p."
SENOŽETI,Prodaja,Hiša,,,,"74,00","192.000,00",Zasebna ponudba
SENOŽETI,Prodaja,Stanovanje,,,,"92,50","185.000,00","BAZA, posredovanje v prometu z nepremičninami, Brina Sotlar s.p."
SENOŽETI,Prodaja,Stanovanje,,,,"92,50","185.000,00","Stoja trade, d.o.o., Ljubljana"
"ŠKOFLJICA, GRADIŠČE NAD PIJAVO GORICO",Prodaja,Posest,,,,"683,00","62.000,00","KOMPARE nepremičnine, Boštjan Kompare s.p."
SENOŽETI,Prodaja,Hiša,,,,"280,00","258.000,00",AKTIVA RE d.o.o.
SENOŽETI,Prodaja,Posest,,,,"347,00","100.000,00",Akustika group d.o.o.
SENOŽETI,Prodaja,Posest,,,,"639,00","170.000,00",Akustika group d.o.o.
SENOŽETI,Prodaja,Posest,,,,"746,00","110,00",REGROUP d.o.o.
SENOŽETI,Prodaja,Posest,,,,"1.112,00","80,00",Zasebna ponudba
SENOŽETI,Prodaja,Posest,,,,"1.157,00","85,00","Portal nepremičnine, Dejan Grošelj s.p."
SENOŽETI,Prodaja,Posest,,,,"2.420,00","52,00","STAN nepremičnine d.o.o., Ljubljana"
SENOŽETI,Prodaja,Posest,,,,"2.711,00","15.000,00",Roni nepremičnine d.o.o.
SENOŽETI,Prodaja,Posest,,,,"3.212,00","50,00","Abax d.o.o., PE Abax Ljubljana"
"SENOŽETI, MODEREN OBJEKT",Prodaja,Hiša,,,,"96,00","205.000,00","STAN nepremičnine d.o.o., Ljubljana"
"KOPER, SEMEDELA, ULICA 2. PREKOM. BRIGA",Prodaja,Stanovanje,,,,"47,00","93.000,00",Zasebna ponudba
"SENOŽETI, OB GLAVNI CESTI, IDEJNI PROJEKT",Prodaja,Posest,,,,"1.486,00","89.160,00","Portal nepremičnine, Dejan Grošelj s.p."
SENUŠE,Prodaja,Hiša,,,,"64,80","47.000,00","NOVDOM Nepremičnine, Aleš Novak s.p."
SENUŠE,Prodaja,Hiša,,,,"100,00","148.000,00",Zasebna ponudba
SENUŠE,Prodaja,Posest,,,,"3.500,00","25,00",Zasebna ponudba
SERDICA,Prodaja,Posest,,,,"4.016,00","6.800,00",FISA nepremičnine d.o.o.
SETNIK,Prodaja,Posest,,,,"1.420,00","50.000,00",Renes d.o.o.
"SETNIK, 4 KM IZ POLHOV GRADEC, ASFALT",Prodaja,Posest,,,,"1.420,00","40.000,00",UgodNepremicnine - Vehar Sebastjan s.p.
SEVNICA,Prodaja,Hiša,,,,"42,00","34.900,00",AXA 1995 d.o.o. PE nepremičnine Krško
SEVNICA,Prodaja,Hiša,,,,"110,00","49.000,00",Zasebna ponudba
SEVNICA,Prodaja,Hiša,,,,"256,00","136.000,00","FLEKS nepremičnine, Gregor Jarkovič s.p."
SEVNICA,Prodaja,Hiša,,,,"475,50","275.000,00",Mezanin nepremičnine d.o.o.
SEVNICA,Prodaja,Hiša,,,,"500,00","275.000,00",Zasebna ponudba
SEVNICA,Prodaja,Posest,,,,"900,00","57,00",Zasebna ponudba
SEVNICA,Prodaja,Poslovni prostor,,,,"1.180,00","590.000,00","Oridom nepremičnine, Ivan Orešnik s.p."
SEVNICA,Prodaja,Posest,,,,"33.638,00","4,00",Zasebna ponudba
"SEVNICA, CENTER",Prodaja,Poslovni prostor,,,,"157,00","119.000,00","FLEKS nepremičnine, Gregor Jarkovič s.p."
"SEVNICA, FLORJANSKA ULICA",Prodaja,Posest,,,,"2.050,00","10,00","Oridom nepremičnine, Ivan Orešnik s.p."
"SEVNICA, FLORJANSKA ULICA 47",Prodaja,Hiša,,,,"115,00","89.000,00",Zasebna ponudba
"SEVNICA, KVEDROVA CESTA",Prodaja,Poslovni prostor,,,,"250,00","1.400,00","Yumbo, Albert Vizlar s.p."
"SEVNICA, OB GLAVNI CESTI PLANINSKA CESTA",Prodaja,Posest,,,,"6.135,00","48,00",Zasebna ponudba
"SEVNICA, RIBNIKI",Prodaja,Hiša,,,,"276,00","195.000,00",Zasebna ponudba
"SEVNICA, SAVSKA CESTA - INDUSTRIJSKA CONA",Prodaja,Posest,,,,"896,00","80.000,00",TA-BU nepremičnine d.o.o.
"SEVNICA, STARO MESTNO JEDRO",Prodaja,Hiša,,,,"265,00","51.000,00",Zasebna ponudba
SEVNO,Prodaja,Hiša,,,,"24,00","22.000,00",NeSta d.o.o.
SEVNO,Prodaja,Hiša,,,,"130,00","180.000,00",Mezanin nepremičnine d.o.o.
SEŽANA,Prodaja,Poslovni prostor,,,,"26,20","49.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Stanovanje,,,,"33,60","35.000,00","Kras nepremičnine, Sergij Čebulec s.p."
SEŽANA,Prodaja,Stanovanje,,,,"36,07","54.860,00","Port, d.o.o. Portorož"
SEŽANA,Prodaja,Poslovni prostor,,,,"41,10","41.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Stanovanje,,,,"43,60","89.990,00","Mojca nepremičnine, Galea Mojca Žižek s.p."
SEŽANA,Prodaja,Stanovanje,,,,"50,00","99.000,00","Kras nepremičnine, Sergij Čebulec s.p."
SEŽANA,Prodaja,Stanovanje,,,,"62,00","89.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Stanovanje,,,,"68,70","125.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Poslovni prostor,,,,"71,00","99.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Poslovni prostor,,,,"71,40","95.000,00","Kras nepremičnine, Sergij Čebulec s.p."
SEŽANA,Prodaja,Stanovanje,,,,"74,90","112.900,00","Ruj nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Stanovanje,,,,"82,00","108.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Hiša,,,,"84,00","120.000,00","Kras nepremičnine, Sergij Čebulec s.p."
SEŽANA,Prodaja,Stanovanje,,,,"85,14","85.140,00",LEBAN INVEST d.o.o.
SEŽANA,Prodaja,Stanovanje,,,,"89,17","98.000,00",Zasebna ponudba
SEŽANA,Prodaja,Poslovni prostor,,,,"114,00","180.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Hiša,,,,"125,00","216.300,00","Dream House, Alessandro Matarazzo s.p."
SEŽANA,Prodaja,Stanovanje,,,,"129,00","214.900,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Hiša,,,,"133,70","700.000,00",Media nepremičnine d.o.o.
SEŽANA,Prodaja,Hiša,,,,"153,00","149.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Hiša,,,,"154,00","235.000,00","Ruj nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Hiša,,,,"163,00","330.000,00",Trobec d.o.o.
SEŽANA,Prodaja,Hiša,,,,"171,00","139.000,00",Trobec d.o.o.
SEŽANA,Prodaja,Hiša,,,,"181,10","200.000,00",Nepremičnine Land d.o.o.
SEŽANA,Prodaja,Hiša,,,,"187,00","319.000,00",Trobec d.o.o.
SEŽANA,Prodaja,Hiša,,,,"187,00","319.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Hiša,,,,"205,00","247.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Hiša,,,,"210,50","190.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"MARIBOR, BLIZU MAGDALENSKEGA PARKA",Prodaja,Stanovanje,,,,"69,20","79.000,00",Rudolf & Rudolf d.n.o.
SEŽANA,Prodaja,Hiša,,,,"220,00","380.000,00",Blok d.o.o.
SEŽANA,Prodaja,Hiša,,,,"250,00","295.000,00",Trobec d.o.o.
SEŽANA,Prodaja,Hiša,,,,"302,20","390.000,00",Casa 69 d.o.o.
SEŽANA,Prodaja,Hiša,,,,"355,00","355.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Hiša,,,,"356,00","355.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Hiša,,,,"356,00","796,00",Zasebna ponudba
SEŽANA,Prodaja,Hiša,,,,"392,00","260.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Poslovni prostor,,,,"420,00","259.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Hiša,,,,"424,00","295.000,00","Kras nepremičnine, Sergij Čebulec s.p."
SEŽANA,Prodaja,Posest,,,,"742,00","59.360,00","Kras nepremičnine, Sergij Čebulec s.p."
SEŽANA,Prodaja,Posest,,,,"742,00","80,00","Kras nepremičnine, Sergij Čebulec s.p."
SEŽANA,Prodaja,Poslovni prostor,,,,"763,50","500.000,00","Piran nepremičnine, Oglaševanje, Suzana Legen s.p."
SEŽANA,Prodaja,Hiša,,,,"800,00","2.100.000,00","Stoja trade, d.o.o., Ljubljana"
SEŽANA,Prodaja,Poslovni prostor,,,,"2.186,00","626.531,00","C-nep agencija, d.o.o."
"LJ. CENTER, PRULE",Oddaja,Stanovanje,,,,"35,00","350,00",Zasebna ponudba
SEŽANA,Prodaja,Poslovni prostor,,,,"2.186,00","626.531,00","C-nep agencija, d.o.o."
SEŽANA,Prodaja,Poslovni prostor,,,,"2.294,00","590.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Posest,,,,"2.738,00","191.660,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Posest,,,,"4.185,00","292.950,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Posest,,,,"4.850,00","194.000,00","Stoja trade, d.o.o., Ljubljana"
SEŽANA,Prodaja,Posest,,,,"6.000,00","90,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA,Prodaja,Posest,,,,"6.000,00","420.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Posest,,,,"7.377,00","225.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Posest,,,,"14.766,00","1.033.620,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
SEŽANA,Prodaja,Posest,,,,"35.378,00","65.000,00",Nepremičnine Land d.o.o.
SEŽANA - NOVO NASELJE OGRADE,Prodaja,Hiša,,,,"275,20","298.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA OKOLICA,Prodaja,Hiša,,,,"110,00","64.900,00","Ruj Nepremičnine, Jernej Suša, s.p."
SEŽANA OKOLICA,Prodaja,Posest,,,,"700,00","28.100,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, - CENTER",Prodaja,Poslovni prostor,,,,"72,20","300.600,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, - TERMINAL",Prodaja,Poslovni prostor,,,,"166,00","183.040,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, CENTER",Prodaja,Stanovanje,,,,"67,80","67.800,00",LEBAN INVEST d.o.o.
"SEŽANA, CENTER",Prodaja,Poslovni prostor,,,,"70,80","98.000,00",Agencija Nera d.o.o.
"SEŽANA, CENTER",Prodaja,Stanovanje,,,,"107,69","107.690,00",LEBAN INVEST d.o.o.
"SEŽANA, CENTER",Prodaja,Poslovni prostor,,,,"124,00","124.900,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, CENTER",Prodaja,Hiša,,,,"328,60","260.000,00","Nepremičnine M8, Lea Kavalič s.p."
"SEŽANA, CENTER",Prodaja,Hiša,,,,"400,00","260.000,00",Lustrum nepremičnine d.o.o.
"SEŽANA, DIVAČA",Prodaja,Stanovanje,,,,"55,00","78.000,00",Zasebna ponudba
"SEŽANA, INDUSTRIJSKA CONA",Prodaja,Posest,,,,"7.433,00","75,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, KLANEC PRI KOZINI",Prodaja,Poslovni prostor,,,,"165,00","185.000,00",Agencija Nera d.o.o.
"SEŽANA, KOSOVELOVA ULICA",Prodaja,Stanovanje,,,,"68,00","99.000,00",Zasebna ponudba
"SEŽANA, KRIŽ",Prodaja,Hiša,,,,"276,00","469.000,00","Orizont, Gordana Kovač, s.p."
"SEŽANA, KRIŽ",Prodaja,Posest,,,,"2.028,00","100.000,00 &euro;<span class=""cena-old"">120.000,00","Abstract nepremičnine, Igor Kerin s.p."
"SEŽANA, LENIVEC",Prodaja,Stanovanje,,,,"74,20","119.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, LENIVEC",Prodaja,Stanovanje,,,,"76,30","149.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, NOVO NASELJE",Prodaja,Hiša,,,,"191,00","149.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, NOVO NASELJE",Prodaja,Posest,,,,"742,00","80,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, NOVO NASELJE - POGLED NA MORJE",Prodaja,Posest,,,,"502,14","65.260,00",Lustrum nepremičnine d.o.o.
"SEŽANA, NOVO NASELJE - POGLED NA MORJE",Prodaja,Posest,,,,"526,00","63.120,00",Lustrum nepremičnine d.o.o.
"SEŽANA, NOVO NASELJE - POGLED NA MORJE",Prodaja,Posest,,,,"544,00","70.720,00",Lustrum nepremičnine d.o.o.
"SEŽANA, OB GLAVNI CESTI",Prodaja,Hiša,,,,"190,80","630.000,00",Lustrum nepremičnine d.o.o.
"SEŽANA, OB LIPIŠKI CESTI",Prodaja,Posest,,,,"931,00","115.000,00",Zasebna ponudba
"SEŽANA, OGRADE",Prodaja,Hiša,,,,"220,00","530.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, OGRADE",Prodaja,Posest,,,,"737,00","56.000,00",Zasebna ponudba
"SEŽANA, OGRADE",Prodaja,Posest,,,,"868,00","80,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, OKOLICA",Prodaja,Hiša,,,,"120,00","85.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, OKOLICA",Prodaja,Hiša,,,,"200,00","235.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, OKOLICA",Prodaja,Hiša,,,,"276,00","310.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, OKOLICA",Prodaja,Hiša,,,,"518,00","445.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, OKOLICA, DANE",Prodaja,Posest,,,,"1.648,00","67,00","Orizont, Gordana Kovač, s.p."
"SEŽANA, STARA VAS",Prodaja,Hiša,,,,"160,00","160.000,00","Ruj nepremičnine, Jernej Suša, s.p."
"SEŽANA, STARI DEL",Prodaja,Hiša,,,,"153,00","89.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
"TABOR, PREDEL MAGDALENA, BLIZU BOLNICE",Prodaja,Stanovanje,,,,"80,00","82.750,00",Zasebna ponudba
"SEŽANA, TERMINAL",Prodaja,Poslovni prostor,,,,"71,40","99.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SEŽANA, TERMINAL",Prodaja,Poslovni prostor,,,,"110,60","82.500,00","Ruj nepremičnine, Jernej Suša, s.p."
"SIDOL, ZLATO POLJE",Prodaja,Posest,,,,"916,00","60.000,00",Zasebna ponudba
SILOVA,Prodaja,Posest,,,,"70,00","130.000,00",ABC nepremičnine d.o.o.
SINJA GORICA,Prodaja,Hiša,,,,"302,00","219.000,00","Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
SINJA GORICA,Prodaja,Posest,,,,"629,00","75.480,00",Nepremičnine Land d.o.o.
SINJA GORICA,Prodaja,Posest,,,,"4.100,00","60.000,00","Gorenjska banka d.d., Kranj"
SINJA GORICA,Prodaja,Posest,,,,"5.217,00","110,00","Rebernik nepremičnine, Samo Rebernik s.p."
"BLED, ALPSKI BLOKI",Prodaja,Stanovanje,,,,"70,00","137.000,00",Fin dom d.o.o.
SINJA GORICA,Prodaja,Posest,,,,"5.220,00","110,00",Elite nepremičnine d.o.o.
SINJA GORICA,Prodaja,Posest,,,,"5.220,00","110,00",Elite nepremičnine d.o.o.
SINJA GORICA,Prodaja,Posest,,,,"8.929,00","440.000,00","DUTB, d.d."
SINJA GORICA,Prodaja,Posest,,,,"40.000,00","90,00","Nepremičnine M8, Lea Kavalič s.p."
"SINJA GORICA, BREZ PROVIZIJE",Prodaja,Posest,,,,"5.217,00","110,00","Skupina novogradnje, nepremičninsko posredovanje, Slavko Švigelj s.p."
"SINJA GORICA, SADAR VUGA 10 ENOT",Prodaja,Posest,,,,"3.900,00","590.000,00",Zasebna ponudba
"SITEŽ, BLIZU GLAVNE CESTE",Prodaja,Vikend,,,,"50,00","43.000,00",Zasebna ponudba
SKARUČNA,Prodaja,Hiša,,,,"175,00","248.000,00",Zasebna ponudba
SKARUČNA,Prodaja,Posest,,,,"657,00","70,00",Zasebna ponudba
